,DIA,IJR,MDY,MTUM,ONEQ,QQQ,QUAL,RSP,SPY,USMV,VNQ,VTV,VUG
2008-10-31,,,,,,,,,,,,,
2008-11-30,,,,,,,,,,,,,
2008-12-31,,,,,,,,,,,,,
2009-01-31,,,,,,,,,,,,,
2009-02-28,,,,,,,,,,,,,
2009-03-31,,,,,,,,,,,,,
2009-04-30,,,,,,,,,,,,,
2009-05-31,,,,,,,,,,,,,
2009-06-30,,,,,,,,,,,,,
2009-07-31,,,,,,,,,,,,,
2009-08-31,,,,,,,,,,,,,
2009-09-30,,,,,,,,,,,,,
2009-10-31,0.199999998939592,7.585499325746262e-10,0.19999999909350308,0.0,0.19999999919986475,0.19999999941616461,0.0,8.390082993214189e-10,6.992907791004833e-10,0.0,0.19999999905696705,6.588278505946686e-10,1.3382314248595272e-09
2009-11-30,0.1999999998364597,1.745819316260915e-10,0.19999999970606858,0.0,0.19999999985717276,0.1999999998728801,0.0,2.2478964204465904e-10,1.6020751209925854e-10,0.0,0.1999999998488279,1.7473987074992437e-10,1.442718807412396e-10
2009-12-31,0.19999999965167214,3.885943915240815e-11,0.1999999999586181,0.0,0.1999999999648074,0.1999999999649317,0.0,3.2259232665242985e-10,4.984138526287319e-11,0.0,0.19999999996063306,4.3533573070898676e-11,4.4510833662440084e-11
2010-01-31,0.1999999997444725,6.8237539377814705e-12,0.19999999997210732,0.0,0.19999999999894955,0.19999999999822932,0.0,2.5574841509651537e-10,2.9021776008207484e-11,0.0,0.1999999999558129,2.671819204632978e-11,1.2116199445104381e-11
2010-02-28,0.19999999976385224,3.7132770809445616e-10,0.19999999989739212,0.0,0.1999999998779423,2.7323064011849466e-11,0.0,0.19999999989753797,8.704325702415072e-11,0.0,0.19999999988464018,1.6000916441194965e-10,3.2932114933991164e-11
2010-03-31,0.19999997552301238,2.2934644892189665e-10,0.19999999986109182,0.0,0.19999999913193212,2.527750955683578e-08,0.0,0.19999999990110623,3.031709419545643e-11,0.0,0.19999999998115942,2.4918895229176242e-11,3.96060275886516e-11
2010-04-30,0.1999999999760813,3.3781188799081068e-12,0.19999999996109805,0.0,0.19999999868233545,1.4624246880378493e-11,0.0,0.1999999999881491,1.2812274745995875e-09,0.0,0.19999999999271317,7.596314101038757e-11,2.4430066677333622e-11
2010-05-31,0.19999999998342247,5.6956151783484064e-11,2.3608966464962117e-11,0.0,1.5744812740643366e-11,2.068350265188395e-11,0.0,0.19999999998405357,0.19999999996313556,0.0,0.19999999998629142,0.1999999999622706,3.832984063078983e-12
2010-06-30,0.19999999998761,7.21270985438474e-12,9.144209556734858e-12,0.0,7.298633270189386e-12,2.9108067159977615e-11,0.0,0.19999999998777107,0.19999999998615972,0.0,0.1999999999895025,0.19999999998594095,1.0252285709670017e-11
2010-07-31,0.19999999996176426,2.063887377255952e-11,1.5883275151926907e-11,0.0,9.234636850351005e-11,4.5864538912625507e-11,0.0,0.1999999999627106,0.19999999993904663,0.0,0.19999999997302004,0.19999999995221523,3.6510118360585247e-11
2010-08-31,0.19999999999697793,3.4431882449010384e-12,4.989442968033149e-12,0.0,0.19999999998825177,5.911815379375731e-12,0.0,5.88722515904349e-12,0.19999999999674223,0.0,0.1999999999979027,0.19999999999689524,2.998439783729957e-12
2010-09-30,0.19999999941157592,1.0302688526547205e-10,0.19999999916017255,0.0,0.1999999994231486,0.19999999984062541,0.0,1.0223589751313652e-09,1.321915485249545e-10,0.0,0.19999999974184018,8.926022956204671e-10,2.724575893643862e-10
2010-10-31,2.571921684891389e-11,0.1999999999384677,0.19999999988103076,0.0,0.19999999978082575,0.19999999951384895,0.0,6.832425432582613e-10,0.19999999997460435,0.0,3.7564114812203435e-11,2.6699313273603662e-11,1.3799722218030617e-10
2010-11-30,0.19999999998308254,5.527090994706029e-11,0.1999999999854582,0.0,1.9667922380438753e-12,8.04495598837729e-13,0.0,0.19999999999387805,2.609320836610028e-12,0.0,0.1999999999916202,6.056695444172745e-12,0.19999999997925266
2010-12-31,0.19999999979163421,1.3731772818048246e-10,3.424062684159379e-10,0.0,8.805414452312281e-11,1.8840822145126469e-10,0.0,0.19999999962436982,0.19999999994553805,0.0,0.1999999998886936,0.19999999974488417,2.486938180347841e-10
2011-01-31,0.1999997004710079,0.19999999986513792,2.9883557575766825e-07,0.0,3.8208600244921437e-10,0.1999999991203411,0.0,0.19999999964306908,7.917325639832449e-10,0.0,0.19999999975970287,5.097624595040301e-10,6.215841734531915e-10
2011-02-28,0.1999999999870221,2.8780964329117515e-12,9.044593219915699e-12,0.0,1.935823759935598e-12,1.0459268056545001e-11,0.0,0.19999999996680987,0.1999999999861515,0.0,0.19999999999232548,0.19999999998530746,5.8065818774088454e-11
2011-03-31,0.19999999994804415,9.626546073141151e-12,8.927273131653687e-11,0.0,3.2157992227647775e-11,7.518234445075116e-11,0.0,0.199999999960287,0.19999999991682715,0.0,0.19999999996033924,0.19999999993781098,7.045200358490296e-11
2011-04-30,0.19999999988672473,0.19999999997736315,0.1999999999598299,0.0,8.210069476067023e-12,1.2194840624147517e-10,0.0,0.19999999999016957,2.8747827376488878e-11,0.0,0.19999999999184467,2.7104115388422715e-11,8.05759789141145e-12
2011-05-31,5.68189849687957e-11,0.19999999998428264,0.19999999999646081,0.0,2.6451540755439345e-11,0.19999999998803697,0.0,0.19999999993832218,4.351624819108053e-12,0.0,0.19999999999728307,4.5461851310144024e-12,3.4459835143151572e-12
2011-06-30,3.061663933473039e-11,0.19999999996144202,0.19999999993494402,0.0,5.956885326005598e-11,0.19999999993064563,0.0,0.19999999994396767,7.616675025152239e-11,0.0,0.1999999999477402,5.601877782698411e-11,5.888947998478697e-11
2011-07-31,6.029333154068822e-11,0.19999999995699586,0.19999999993940198,0.0,1.8813630557571088e-09,0.19999999993673329,0.0,0.1999999980702274,7.930498097055414e-11,0.0,0.19999999996041223,5.356913517726994e-11,6.169854448063794e-11
2011-08-31,1.2792794749831245e-10,0.19999999887337752,0.19999999995303389,0.0,4.816764650934624e-09,0.19999999995224815,0.0,0.19999999611522545,6.641786112813233e-11,0.0,0.19999999996706105,4.672220777614778e-11,8.12213670613704e-11
2011-09-30,7.013615820797224e-09,1.315108219877759e-09,0.19999999946267177,0.0,0.19999999977215205,0.19999999992397846,0.0,0.19999999129511256,2.5444943834176847e-10,0.0,0.19999999988431882,1.864723127488931e-10,8.921206593276559e-10
2011-10-31,5.023216725041229e-11,0.1999999999832012,0.19999999990368317,0.0,0.1999999997119321,0.19999999990342573,0.0,9.293112012581337e-11,4.801337521729525e-11,0.0,2.9783764904581325e-10,0.19999999995884063,4.990290444516443e-11
